client_code,client_label,label_type,address,zip_code,city,Longitude,latitude,radius
15200,ARMEMENT JEAN RENET,Client,47 RUE DE REVILLE,50550,ST VAAST LA HOUGUE,,,80
3039,KP1,Client,USINE DE ROTS,14653,CARPIQUET CEDEX,,,80
3916,TRANSPORTS GODFROY,Client,BP 80170,14652,CARPIQUET CEDEX,,,80
7786,PROXILOG,Client,SITE ROTS,14653,CARPIQUET,,,80
13513,NORMANDIE MENUISERIES,Client,213/217 RUE DE L AVENIR,14650,CARPIQUET,,,80
3218,THIBAUT,Client,AVENUE DE BISCHWILLER,14500,VIRE,,,80
11265,SCLV,Client,RUE DES ALBATROS,14520,PORT EN BESSIN HUPPAIN,,,80
4848,CARPIQUET PALETTES,Client,Z.I. OUEST,14650,CARPIQUET,,,80
11595,POMONA EPISAVEURS,Client,TPTS CHEZ TRANSPORT MALHE,14980,ROTS,,,80
3746,CHAPUZET GUY,Client,LIEU DIT LES HEUDINIERES,50420,ST VIGOR DES MONTS,,,80
13160,AGRIAL - CESNY BOIS HALBOUT,Client,RUE DE LA POSTE,14220,CESNY BOIS HALBOUT,,,80
14727,DOVILLE,Client,12 RUE DES FORQUES,14760,BRETTEVILLE SUR ODON,,,80
6258,GESTION INFORMATIQUE DES,Client,STOCKS,14110,CONDE SUR NOIREAU,,,80
4721,BROCHAGE 14 DIFFUSION,Client,ZAC DE LA GRANDE PLAINE,14760,BRETTEVILLE SUR ODON,,,80
13168,DISTRICO ESSON,Client,ROUTE DE FALAISE,14220,ESSON,,,80
9032,AE2 DEVELOPPEMENT,Client,31 BLD DE LA PAIX,14200,HEROUVILLE ST CLAIR,,,80
3100,DECOLLETAGE DE BASSE NDIE,Client,Z.I. RUE D AUDRIEU,14400,BAYEUX,,,80
3322,NOUET DEMENAGEMENTS,Client,Z.I. DE LA PLAINE,14760,BRETTEVILLE SUR ODON,,,80
3490,INSTITUT LEMONNIER,Client,B.P. 269,14013,CAEN CEDEX,,,80
9115,ARD CLOSMENIL,Client,CHEMIN DE LA ROUTIERE,14310,TRACY BOCAGE,,,80
15558,LES EPIS D OR,Client,15 ROUTE DE FONTAINE,14930,MALTOT,,,80
15534,CYDINE,Client,19 ROUTE DE VIRE,14110,CONDE EN NORMANDIE,,,80
6096,GARAGE MALHERBE,Client,SERVICE GARAGE,14653,CARPIQUET CEDEX,,,80
13464,NCR,Client,55 RUE DE LA LIBERTE,14730,GIBERVILLE,,,80
5480,CONSEIL GENERAL DU CALVADOS,Client,SCE MAINTENANCE DU,14650,CARPIQUET,,,80
14312,FERME DU MESNIL,Client,LE VIEUX BOIS,14330,LE MOLAY LITTRY,,,80
4206,LYCEE A. DE CAUMONT,Client,RUE BARON GERARD,14402,BAYEUX CEDEX,,,80
13635,ELISABETH COURSES,Client,170 AV DU PARC,14790,VERSON,,,80
14136,MALUSO,Client,170 AVENUE DU PARC,14790,VERSON,,,80
8374,CONSEIL DEPARTEMENTAL,Client,DU CALVADOS,14035,CAEN CEDEX 1,,,80
6704,KEOLIS CAEN MOBILITES,Client,"15, RUE DE GEOLE",14053,CAEN CEDEX,,,80
13196,AGRIAL - ST MARTIN DES BESACES,Client,ROUTE DE CAEN,14350,SOULEUVRE EN BOCAGE,,,80
13933,HUCHET FRERES,Client,HAMEAU VERAILLER,14250,JUAYE MONDAYE,,,80
14396,LECONTE ISOLATION,Client,ZA DU GRAND PRE,14500,VIRE NORMANDIE,,,80
10580,PATRIX CUISINES,Client,LA CROIX DES LANDES,14240,TORTEVAL QUESNAY,,,80
14350,NOLLET CAEN,Client,NOLLET,14200,HEROUVILLE ST CLAIR,,,80
12620,STENACA II,Client,RUE DE COLOMBIERS,14480,STE CROIX SUR MER,,,80
14637,DUMONT BRILLAUD,Client,ZAC DE LA GRANDE PLAINE,14760,BRETTEVILLE SUR ODON,,,80
15099,SCTE NOUVELLE JEANNE MAREYAGE,Client,CENTRE DE MAREYAGE,14520,PORT EN BESSIN HUPPAIN,,,80
13158,AGRIAL - CAUMONT L EVENTE,Client,ROUTE DE TORIGNI,14240,CAUMONT L EVENTE,,,80
14962,REVIVAL MAGNY LES HAMEAUX,Client,33 RUE GENEVIEVE AUBE,78114,MAGNY LES HAMEAUX,,,80
14987,DISTRITEC,Client,20 RUE DE LA RETARDAIS,35000,RENNES,,,80
4961,GDE ROCQUANCOURT,Client,ROUTE DE LORGUICHON,14540,CASTINE EN PLAINE,,,80
3052,CIMENTS CALCIA,Client,USINE DE RANVILLE,14860,RANVILLE,,,80
13153,AGRIAL - BEAUMAIS,Client,LA CROIX,14620,BEAUMAIS,,,80
7793,LA POSTE MONDEVILLE,Client,CTC 140820,14120,MONDEVILLE,,,80
4142,DS DISTRIBUTION,Client,ZONE D ACTIVITE,14370,MOULT,,,80
6208,ATSI,Client,418 RUE AUGUSTIN RIFFAULT,14540,SOLIERS,,,80
4590,MAIRIE DE MONDEVILLE,Client,HOTEL DE VILLE,14126,MONDEVILLE CEDEX,,,80
5946,LES JARDINERIES DU SALEVE,Client,PBA BOTANIC BAVENT,14860,BAVENT,,,80
5789,THEATRE MUNICIPAL DE LA,Client,VILLE DE CAEN,14007,CAEN CEDEX 01,,,80
6660,BREAVOINE MICHEL,Client,DOMAINE DU LIEU GOSSEL,14130,COUDRAY RABUT,,,80
14722,DMV BOTANIC DEMOUVILLE,Client,LES JARDINERIES DU SALEVE,14840,DEMOUVILLE,,,80
12066,FMBE,Client,CARREFOUR SAINT JAMES,14290,ST CYR DU RONCERAY,,,80
7674,TATLI,Client,ZAC DE LAZZARO,14460,COLOMBELLES,,,80
11950,EUROMASTER,Client,ERM 4LB VI,14540,CAEN SUD,,,80
14094,ETN,Client,BP80,14126,MONDEVILLE,,,80
11798,U EXPRESS,Client,101 RUE DU GENERAL DE GAU,14160,DIVES SUR MER,,,80
13862,D ANGOVILLE,Client,MANOIR D ANGOVILLE,14430,CRICQUEVILLE EN AUGE,,,80
4313,CONSEIL REGIONAL DE,Client,NORMANDIE,14035,CAEN CEDEX,,,80
4573,MEDILIS LABORATOIRES,Client,RUE DES FRERES LUMIERES,14104,LISIEUX CEDEX,,,80
3912,LEGALLAIS,Client,BD DU LTN CNL OSTIGUY,14320,ST ANDRE SUR ORNE,,,80
6268,CAEN BATTERIES,Client,Planet Eco Mobility,14840,DEMOUVILLE,,,80
14953,REVIVAL BLAINVILLE,Client,RUE DE LA MER,14550,BLAINVILLE SUR ORNE,,,80
14195,ARC EN CIEL PROPRETE,Client,24 RUE GEORGES MAUDUIT,14120,MONDEVILLE,,,80
8848,STEPELEC,Client,ZA DE LAZARRO,14460,COLOMBELLES,,,80
14746,DECATHLON,Client,PA DE LA GALOTERIE,14100,LISIEUX,,,80
8742,LAURENT SERVICES,Client,ZI DU MARTRAY,14730,GIBERVILLE,,,80
13190,DISTRICO - PONT L EVEQUE,Client,ROUTE DE ROUEN,14130,PONT L EVEQUE,,,80
10125,TEXCELIS *,Client,ZI NORD EST,14102,LISIEUX CEDEX,,,80
8180,CAEN DISTRIBUTION,Client,CENTRE LECLERC,14000,CAEN,,,80
15522,TOMPLUS,Client,Avenue Ox et bucks,14800,ST ARNOULT,,,80
13135,LEADER PRICE,Client,RUE JACQUES DULOS,14550,BLAINVILLE SUR ORNE,,,80
12307,GIFI,Client,LIEU DIT LE FER DES CHAMP,14160,PERIERS EN AUGE,,,80
11688,LBM,Client,33 RUE FOURNET,14100,LISIEUX,,,80
7011,GIFI,Client,AVENUE DE LA COTE DE NACR,14000,CAEN,,,80
13166,DISTRICO - DRUBEC,Client,L EGLISE,14130,DRUBEC,,,80
12253,GIFI MAG,Client,RUE AUGUSTIN FRESNEL,14100,LISIEUX,,,80
13625,SAINT JOSEPH,Client,7 RUE DU POIRIER,14540,SOLIERS,,,80
12173,GIFI,Client,ROUTE DE FALAISE,14123,IFS,,,80
3370,LES ROUTIERS NORMANDS,Client,"7,RUE DES FRERES CHAPPE",14540,GRENTHEVILLE,,,80
14960,REVIVAL LIMAY 2,Client,AVENUE DANIEL DREYFUS DUC,78520,LIMAY,,,80
5901,LEROLOC,Client,SERVICE POLE TIERS,14653,CARPIQUET CEDEX,,,80
12727,AXALTA COATING SYS FRANCE,Client,1 ALLEE CHANTEREINE,78711,MANTES LA VILLE,,,80
11273,AB SERVE,Client,USINE PAUL DURLACH,14550,BLAINVILLE SUR ORNE,,,80
1791,BURONOMIC,Client,B.P. 143,14603,HONFLEUR CEDEX,,,80
1732,LIAMETHO,Client,ZI,14601,HONFLEUR CEDEX,,,80
14929,AFM LE MANS,Client,49 AVENUE PIERRE PIFFAULT,72000,LE MANS,,,80
14967,AFM CESSON SEVIGNE,Client,21 RUE DE BRAY,35510,CESSON SEVIGNE,,,80
14961,REVIVAL LIMAY 2,Client,1430 RUE DREYFUS DUCAS,78520,LIMAY,,,80
14965,REVIVAL VERNOUILLET,Client,ZI DE NUISEMENT,28500,VERNOUILLET,,,80
14926,AFM FOUGERES,Client,ZI DE LA GUENAUDIERE,35300,FOUGERES,,,80
14956,REVIVAL CORBIE,Client,RUE HENRI BARBUSSE,80800,CORBIE,,,80
14745,CHEVILLE 35,Client,ZAC ACTIPOLE,35540,MINIAC MORVAN,,,80
11338,EURALIS NORMANDIE,Client,BP 40264,14653,CARPIQUET CEDEX,,,80
12445,MALHERBE TPS,Client,BP 40264,14653,CARPIQUET CEDEX,,,80
14264,MAIRIE DEAUVILLE,Client,20 RUE ROBERT FOSSORCIER,14801,DEAUVILLE CEDEX,,,80
12706,LES JARDINS DE LOUVIGNY,Client,ZAC DU LONG COURS,14111,LOUVIGNY,,,80
14995,CHASLE MENUISERIE,Client,ROUTE DE CAUMONT,14250,FONTENAY LE PESNEL,,,80
14636,Armement GLAKEV,Client,11 RUE DU SUROIT,14450,GRANDCAMP MAISY,,,80
13075,MALHERBE BRETAGNE,Client,BP 40264,14653,CARPIQUET CEDEX,,,80
11423,LEON L ENSEIGNISTE,Client,ZAC DE LA VALLEE BARREY,14120,MONDEVILLE,,,80
10234,HOTEL NORMANDY BARRIERE,Client,5 BIS RUE HOCHE,14804,DEAUVILLE,,,80
15286,REFERENCE SOL,Client,RUE DU COMMERCE,14730,GIBERVILLE,,,80
14255,PISCINES DU PAYS D AUGE,Client,LIEU ALLAIS,14130,CLARBEC,,,80
11590,DELICECOOK,Client,15 RUE JACQUES DAGUERRE,14120,MONDEVILLE,,,80
15107,CASE,Client,17 AVENUE D HARCOURT,14123,FLEURY SUR ORNE,,,80
15541,ECO LOGIS ENERGIE,Client,611 RUE PAUL BOUCHEROT,14123,IFS,,,80
13725,NICOLAS & NICOLAS,Client,5 RUE DE LA RESISTANCE,14400,BAYEUX,,,80
12251,AE2 DEVELOPPEMENT,Client,31 BLD DE LA PAIX,14200,HEROUVILLE ST CLAIR,,,80
15203,GLOBALTECH,Client,ZONE ARTISANALE LES HOGUE,14400,VAUCELLES,,,80
13566,FEDEX EXPRESS FR,Client,RUE BREHOLLES,14540,SOLIERS,,,80
12609,FERME POTIRON ET COMPAGNIE,Client,N�9 VAL,14220,THURY HARCOURT LE HOM,,,80
11583,ATELIER DU BISCUIT,Client,SF2S,14940,SANNERVILLE,,,80
14258,FRAIKIN FRANCE,Client,Rue Fr�res Chapp�,14540,GRENTHEVILLE,,,80
15581,PP CAGNY MATERIAUX,Client,1 RUE DE L ETOILE,14630,CAGNY,,,80
15133,REXEL CAEN,Client,N� CODA 1401,14000,CAEN,,,80
11285,SIGNAUX GIROD NORD OUEST,Client,8 RUE DES METIERS,14123,CORMELLES LE ROYAL,,,80
13722,AC SOLS & MURS,Client,2 RUE DU LONG DOUET,14760,BRETTEVILLE SUR ODON,,,80
14175,PIERRE MARIE ET SAS ARMEMNT NO,Client,12 RUE DU GRAND VAL,14520,AURE ET MER,,,80
12672,SCIE CREL SA,Client,5 RUE DE LA VIGNE,14650,CARPIQUET,,,80
10323,4 MURS,Client,RUE HENRI SPRIET,14120,MONDEVILLE,,,80
13467,ACTEMIUM,Client,51 BOULEVARD ANTOINE BECQ,14123,IFS,,,80
11927,AGRILEADER,Client,ZA DES PLANQUETTES,14330,LE MOLAY LITTRY,,,80
13354,MONROCQ,Client,ZA RUE HENRI SPRIET,14120,MONDEVILLE,,,80
5794,PGS BERY,Client,10 ROUTE DU MANS,72530,YVRE L EVEQUE,,,80
15257,AXLAUR,Client,ZA DE LA TANNEBRUNE,27380,CHARLEVAL,,,80
112,BOULANGEOT PVC,Client,1870 RUE DE LA LIBERATION,27610,ROMILLY SUR ANDELLE,,,80
12885,MSP,Client,5 SENTE DES JARDINS DU LE,27610,ROMILLY SUR ANDELLE,,,80
12400,PETISNEAU,Client,"11, RUE DE LA BRIGANTINE",27940,VENABLES,,,80
4487,ECT2S,Client,ZA DE LA VICOMTE,27400,HEUDEBOUVILLE,,,80
8600,BAUER,Client,21 CHEMIN DU MOULIN FOULO,27490,FONTAINE HEUDEBOURG,,,80
15596,MECA INOX,Client,1 RUE DE LA CROIX DES MAH,95000,CERGY,,,80
11147,ECHO VERT IDF,Client,RUE DE TRAVERSIERE,95650,PUISEUX PONTOISE,,,80
10921,AMPHASTAR FRANCE,Client,PHARMACEUTICALS,60590,ERAGNY SUR EPTE,,,80
14055,VISTA TECHNOLOGIES,Client,3 AVENUE DES PRES,78180,MONTIGNY LE BRETONNEUX,,,80
471,PIPELIFE FRANCE,Client,SECTEUR  F,27600,GAILLON,,,80
1008,CARPENTER ENGINEERED FOAMS,Client,CF 16700000,27406,LOUVIERS,,,80
8791,VESTALIA VEOLIA,Client,TECHNOCENTRE RENAULT AUBE,27940,AUBEVOYE,,,80
1586,PIPELIFE FRANCE,Client,Z.I. SECTEUR E,27940,AUBEVOYE,,,80
1532,TERRE DE LIN,Client,STE COOPER. AGRICOLE,27350,ROUTOT,,,80
8429,3877 GISORS POINT P,Client,22 ROUTE DE DIEPPE,27140,GISORS,,,80
11378,3843 BOURG ACHARD POINT P,Client,RUE SAINT EXUPERY,27310,BOURG-ACHARD,,,80
6127,MAIRIE DES ANDELYS,Client,SERVICES TECHNIQUES,27700,LES ANDELYS,,,80
6432,SAINTHIMAT,Client,RUE DES JONCS MARINS,27600,GAILLON,,,80
12518,LE BRONZE ALLOYS,Client,Lieu-Dit Le Croix aux Lie,27720,DANGU,,,80
11396,3895 LOUVIERS POINT P,Client,53 AV WINSTON CHURCHILL,27400,LOUVIERS,,,80
1735,DGA TECHNIQUES Hydrodynamique,Client,CHAUSSEE DU VEXIN,27100,VAL DE REUIL,,,80
13005,SUPER U CLEMENCE II,Client,24 RUE DE LYONS,27460,IGOVILLE,,,80
3561,PRO STEEL,Client,ZI DE LA PORTE ROUGE,27150,ETREPAGNY,,,80
10902,LUNEL NEGOCE,Client,ZI 2 ROUTE DE DELINCOURT,27140,GISORS,,,80
13826,FALK FRANCE,Client,2 RUE CAILLEMARE,27310,LA TRINITE DE THOUBERVILL,,,80
13506,DUHAMEL LOGISTIQUE,Client,SITE 1,27690,LERY,,,80
8542,MVR MATERIAUX BIGMAT,Client,VOIE DES CLOUETS,27100,VAL DE REUIL,,,80
10431,ATL LOGISTIQUE,Client,Rue de la Ceramique,27940,AUBEVOYE,,,80
12319,TRANSPORTS BRANGEON,Client,SITE DE SGPAM,27310,BOURG ACHARD,,,80
13508,DUHAMEL LOGISTIQUE,Client,SITE 4,27100,VAL DE REUIL,,,80
12195,CMT NOVAT,Client,ZAC LA MARE BATAILLE,27370,LE THUIT SIGNOL,,,80
14528,ARDOIS EURE,Client,23A RUE ANTHIME FERRANDIE,27340,PONT DE L ARCHE,,,80
12709,ASSYSTEM CHEZ RENAULT AUBEVOYE,Client,PARC DE GAILLON,27940,AUBEVOYE,,,80
13137,BOSMY CLOTURE NORMACLO,Client,"39 , ROUTE HERQUEVILLE",27590,PITRES,,,80
5025,GDE NORMANDIE,Client,CHAUSSEE DU VEXIN,27400,LOUVIERS,,,80
13094,OUEST ISOL PFD,Client,CODE AGENCE WADMAG,27460,ALIZAY,,,80
11377,3841 AUBEVOYE POINTP,Client,RUE DE LA CERAMIQUE,27940,AUBEVOYE,,,80
10544,ALTV,Client,ZA DE LA MAISON ROUGE,27800,BOSROBERT,,,80
11318,ENTREPOT PIB,Client,VOIE DE L INSTITUT,27100,VAL-DE-REUIL,,,80
12678,BOUCLET,Client,"26 ,rue de la Grande Mare",27380,GRAINVILLE,,,80
12134,NORMANDIE LAVAGE ALIMENTAIRE,Client,All�e du Sous Maill�,27400,HEUDEBOUVILLE,,,80
10959,CASH LIGHTING,Client,9 RUE DE L INDUSTRIE,27430,MUIDS,,,80
14504,GROUPE IDFN,Client,VOIES DES COUTURES,27100,VAL DE REUIL,,,80
372,DYNAFOND,Client,Z.I. DE LA PORTE ROUGE,27150,ETREPAGNY,,,80
11593,FRANCE MOUILLAGE OFFSET - FMO,Client,ZAC DE QUINCANGROGNE,27310,BOURG ACHARD,,,80
13097,OUEST ISOL EXPORT,Client,CODE AGENCE W23MAG,27460,ALIZAY,,,80
12145,XPO TRANSPORTS SOLUTIONS,Client,Chez ITM LAI HEUDEBOUVILL,27400,HEUDEBOUVILLE,,,80
12631,RK FRANCE,Client,1 RUE DU DR PAUL BOBAY,27400,ACQUIGNY,,,80
11145,SEBEMEX AGENCE ROUEN,Client,CODE ORGANISATION : SE890,27460,ALIZAY,,,80
9796,MIC  MENUISERIE ISOLATION,Client,CLOISON,27670,BOSC ROGER EN ROUMOIS,,,80
11461,FARRTHOM,Client,GARAGE ROADY,27140,GISORS,,,80
11341,AYONIS,Client,RUE DU PORT,27400,LOUVIERS,,,80
50,AUCHAN SUPERMARCHE SAS,Client,MAGASIN VAL DE REUIL,27100,VAL DE REUIL,,,80
11040,ESPACE LOC,Client,ZI DE LA PORTE ROUGE,27150,ETREPAGNY,,,80
12738,LOGISTIQUE SERVICES,Client,34 GRANDE RUE,27430,ST PIERRE DU VAUVRAY,,,80
15561,ABYSSE CORP,Client,506 RUE DU NEUBOURG,27520,GRAND BOURGTHEROULDE,,,80
14657,ROUMOIS SABLAGE,Client,LIEU DIT LE PETIT NOEL,27310,LA TRINITE DE THOUBERVILL,,,80
12521,PERFORMANCE MX,Client,ZAC VERGERS DE QUINCANGRO,27310,BOURG ACHARD,,,80
8482,ID VERDE,Client,PARC D ACTIVITE DES COUTU,27100,VAL DE REUIL,,,80
14499,ETILABEL,Client,PARC D ACTIVITES DU CAVE,27100,VAL DE REUIL,,,80
14799,GIPELEC,Client,45 / 47 VOIE DES COUTURES,27100,VAL DE REUIL,,,80
14765,LECLERC AUTO,Client,RUE DES PRES,27400,LOUVIERS,,,80
8952,DUHAMEL LOGISTIQUE,Client,VOIE DE L INSTITUT,27100,VAL DE REUIL,,,80
11997,AXL CONSTRUCTIONS,Client,14 PLACE CAILLEMARE,27310,ST OUEN DE THOUBERVILLE,,,80
9925,PICOURT CABIS,Client,39 ROUTE D HERQUEVILLE -,27104,VAL DE REUIL CEDEX,,,80
9834,KIT METAL,Client,3 RTE D EVREUX,27600,GAILLON,,,80
12937,FLUXTENDU,Client,VOIE BARBEURRE,27100,VAL DE REUIL,,,80
15612,TRADE PEINTURE,Client,16 RUE CAPITAINE NEMO,80440,BOVES,,,80
8946,SETOM DE L EURE,Client,VC6 LIEU DIT ST LAURENT,27930,GUICHAINVILLE,,,80
13082,EVERGREEN GARDEN CARE FRANCE,Client,USINE DU FOURNEAU,27580,BOURTH,,,80
1719,GROUPE PIERRE HENRY,Client,B.P. 20,27430,HERQUEVILLE,,,80
8029,TRANSPORTS BAZIRET,Client,BP 3123,27031,EVREUX CEDEX,,,80
7775,REGROUP EURE,Client,CS 20715,27007,EVREUX CEDEX,,,80
1158,SDPP,Client,PARC D ACTIVITE DE LA FOR,27000,EVREUX,,,80
501,GMCM,Client,"26, AV.DE L ILE DE FRANCE",27200,VERNON,,,80
10684,LEGOUEZ,Client,BP 13,27110,MARBEUF,,,80
8832,OWEN MUMFORD,Client,BP 3333,27950,ST MARCEL,,,80
10713,COMPAGNIE NORMANDE DE CLOTURES,Client,ZAC DU LONG BUISSON,27000,EVREUX,,,80
833,NORMACHATS INGENIERIE,Client,7 VOIE DE L ARTISANAT,27170,NASSANDRES SUR RISLE,,,80
86,TRANSPORTS BAZIRET,Client,BP 3123,27031,EVREUX CEDEX,,,80
274,COPHYDIS,Client,"12, PLACE DU MAL LECLERC",27110,LE NEUBOURG,,,80
14694,POINT CARRELAGE,Client,CENTRE COMMERCIALDU CAP C,27930,NORMANVILLE,,,80
7787,STENGEL,Client,LES GRES,27320,COURDEMANCHE,,,80
8035,MP REA,Client,273 CHEMIN DU PARC,27180,LE PLESSIS GROHAN,,,80
804,TRELLEBORG SEALING SOLUTIONS,Client,PLYMOUTH,27120,PACY SUR EURE,,,80
12285,MECALYNOX,Client,13 RUE ROLETTE,27190,PORTES,,,80
6510,ERM,Client,RUE CHARLES CROS,27400,LOUVIERS,,,80
6491,LINIERE DU RESSAULT,Client,ETS LAMERANT,27110,LE NEUBOURG,,,80
15279,PACK TPG BIO,Client,1 RUE DE L ESCADRON DES C,27120,DOUAINS,,,80
11384,3857 CONCHES POINT P,Client,RUE PIERRE BEREGOVOY,27190,CONCHES-EN-OUCHE,,,80
4734,STOL,Client,ZAC DU LONG BUISSON,27930,GUICHAINVILLE,,,80
2008,LESENS ELECTRICITE,Client,Z.I. N� 1 - RUE COCHEREL,27017,EVREUX CEDEX,,,80
15198,BATI FRANCE 27,Client,RUE DE LA BARONNERIE,27400,HEUDREVILLE SUR EURE,,,80
2881,BATIRAMA,Client,"17, RUE DE LOUVIERS",27190,BUREY,,,80
3713,BIOCER,Client,FERME DE GROHAN,27180,LE PLESSIS GROHAN,,,80
5939,DOLLEANS SERVICE,Client,23 RUE DE LA BERGERIE,27600,GAILLON,,,80
15550,LIBRAIRIE PAPETERIE DU MANOIR,Client,140 RUE DE LA SEMAILLE,27300,BERNAY,,,80
4280,KLUK,Client,"15,RUE DE LA MARE LOMBAIE",27016,EVREUX CEDEX,,,80
9914,ALMA MATER,Client,140 PA DE LA SEMAILLE,27300,BERNAY,,,80
8637,KING JOUET,Client,ZA LA GARENNE DE MELLEVIL,27930,GUICHAINVILLE,,,80
12143,LEADER PRICE,Client,7 RUE DE LA FOULERIE,27170,BEAUMONT LE ROGER,,,80
8428,3846 BERNAY POINT P,Client,BOULEVARD SYLLA LEFEVRE,27300,BERNAY,,,80
9168,MECACHIMEX,Client,8 - 10 rue des Bruy�res,27220,BOIS LE ROI,,,80
12148,GIFI,Client,RUE DES CHAUMES,27950,ST MARCEL,,,80
6207,LA RENAISSANCE SANITAIRE,Client,HOPITAL LA MUSSE,27180,ST SEBASTIEN DE MORSENT,,,80
15500,JL DISTRI,Client,4 RUE JEAN JAURES,27000,EVREUX,,,80
15456,OLLAGNIER,Client,250 RUE NUNGESSER ET COLI,27930,GUICHAINVILLE,,,80
6512,DE PAEPE CHAUDRONNERIE,Client,ZAC DES BOURDINES,27200,VERNON,,,80
5065,CHIELVR,Client,"2, RUE SAINT JEAN",27400,LOUVIERS,,,80
10992,VILLE D EVREUX PATRIMOINE ET,Client,CONSTRUCTION ATELIER MUNI,27001,EVREUX CEDEX,,,80
15289,SAINT ETIENNE,Client,IMPASSE LA BATAILLE,27350,ETREVILLE,,,80
6872,COMBLES D EN FRANCE,Client,LA CROIX CRESPIN,27800,ST PIERRE DE SALERNE,,,80
7754,TRANSPORTS GOBLOT MAX,Client,RTE DE BERNAY,27500,ST GERMAIN VILLAGE,,,80
8944,SNVC,Client,TOUTAINVILLE,27502,PONT-AUDEMER,,,80
12281,ALFYMA JEAN MIRMONT,Client,Chemin de la Sablonniere,27600,FONTAINE BELLENGER,,,80
12068,MAIRIE BEUZEVILLE,Client,Albert Sorel,27210,BEUZEVILLE,,,80
12632,FRECHON,Client,5 RUE ANDRE MORIN,27260,EPAIGNES,,,80
15167,AGRI ENERGIE,Client,IMPASSE DE LA BATAILLE,27350,ETREVILLE,,,80
13511,MANUTRANS,Client,HAM DE VALLEVILLE,27800,BRIONNE,,,80
13992,PONTAUDIS U EXPRESS,Client,PLACE DU GENERAL DE GAULL,27500,PONT AUDEMER,,,80
10605,LECAPITAINE SA,Client,206 ZONE ARTISANALE DU TR,27260,EPAIGNES,,,80
15244,TRANSPORTS DELAUNAY,Client,19 RUE LES LIVRAINDIERES,28100,DREUX,,,80
13838,LA FORET DES HETRES,Client,2 RUE DE LA COULINIERE,27100,LE VAUDREUIL,,,80
14578,INITIAL SAS EIM653,Client,7 RUE DES BARBANCONS,27930,GRAVIGNY,,,80
10322,NORDFILM,Client,13 RUE DE LA BRASSERIE,27500,PONT AUDEMER,,,80
10972,BOULANGEOT BOIS ET PVC,Client,172 GRANDE RUE,27360,PONT ST PIERRE,,,80
9013,L ADAPT NORMANDIE,Client,POLE COMPABLE 27,27300,BERNAY,,,80
13867,LEADER PRICE,Client,MAGASIN 4979,27780,GARENNES SUR EURE,,,80
13045,DISTRICLOS,Client,15 RUE HENRY FORMAN,27930,GUICHAINVILLE,,,80
13221,U LOGISTIQUE,Client,ENTREPOT DE BEUZEVILLE,27210,BEUZEVILLE,,,80
10046,DMAX,Client,RTE DE FRESNE,27190,CONCHES EN OUCHE,,,80
14872,ACMV PRODUCTION,Client,ZONE INDUSTRIELLE,27130,VERNEUIL SUR AVRE,,,80
7279,FERME DES NOES,Client,RUE DES NOES,27600,ST AUBIN SUR GAILLON,,,80
9640,PN ELECTRONICS,Client,PARC AFFAIRE DES PORTES,27100,VAL DE REUIL,,,80
12324,BATIMENT CFA EVREUX,Client,1006 RUE JACQUARD,27035,EVREUX CEDEX,,,80
12317,ENCI,Client,8 rue du Parc,27930,MISEREY,,,80
10126,NORSILK,Client,45 RUE DE LA BRUYERE,27210,BOULLEVILLE,,,80
14885,T2AE,Client,"1, rue Forgere",27100,LE VAUDREUIL,,,80
11339,THIERRY BUISSON,Client,4RUE M BELLENCONTRE,27950,LA HEUNIERE,,,80
15642,FRANS BONHOMME,Client,RUE DE LA MECANIQUE,27400,LOUVIERS,,,80
10458,ENTREPRISE JULLIEN,Client,LA SEIGNERIE RN13,27120,PACY SUR EURE,,,80
12689,AGRISOLUTION,Client,ZA la Vente Cartier,27380,CHARLEVAL,,,80
13388,DE LA CROIX SAINT JACQUES,Client,Les Harangeries,27320,LA MADELEINE DE NONANCOUR,,,80
12714,SEFI,Client,P.A DE LA FORET,27000,EVREUX,,,80
14336,LA CEREALERIE,Client,2 RUE MATREAUX,27110,GRAVERON SEMERVILLE,,,80
14653,AEROGOMMAGE NORMANDIE,Client,ZI,27130,VERNEUIL D AVRE ET D ITON,,,80
9511,OGON DESIGNS,Client,RUE ALBERTO SANTOS DUMONT,27930,GUICHAINVILLE,,,80
10807,SOLUTION JARDIN,Client,20 ROUTE DE ROUEN,27310,TRINITE DE THOUBERVILLE,,,80
7507,SIOREM,Client,4 RUE GUSTAVE EIFFEL,27930,GRAVIGNY,,,80
14348,NOLLET EVREUX,Client,29 RUE JACQUARD,27000,EVREUX,,,80
12967,EMPREINTE,Client,L ESSART CLEMENT,27220,LA BOISSIERE,,,80
14923,NS CONCEPT,Client,130 RUE CLEMENT ADER - PA,27000,EVREUX,,,80
10626,TOBLY,Client,CENTRE E.LECLERC,27930,CAER NORMANVILLE,,,80
13128,GIFI,Client,13 LE LONG BUISSON,27930,GUICHAINVILLE,,,80
11296,BAUER,Client,24 RUE DES BARBANCONS,27930,GRAVIGNY,,,80
10625,TOBLY,Client,442 RUE DU LUXEMBOURG,27000,EVREUX,,,80
8594,COMALDIS,Client,7 BIS BLD DE L INDUSTRIE,28500,VERNOUILLET,,,80
11386,3866 DREUX VERNOUILLET BPE,Client,POINT P,28500,VERNOUILLET,,,80
