Nom,Code,Type,Adresse 1,Adresse 2,Adresse 3,CP,Ville
FRAMATOME SAS,2948,Client,ZI DU MOULIN A PAPIER,,,27250,RUGLES
PESQUET STEPHANE,9490,Client,521 ZONE ARTISANALE TREFLE,,,27260,EPAIGNES
FRECHON CHARPENTE,14153,Client,7 ALLEE DES SOUPIRS,,,27260,EPAIGNES
JMP PALETTES - SARL PECQUEULT,12228,Client,ZA DU TREFLE,,,27260,EPAIGNES
TECHNITRAITE-FROID,7643,Client,LES BENARDS,,,27260,LA CHAPELLE BAYVEL
FRANCOIS PAISANT,14693,Client,1740 ROUTE DE LIEUNEY,,,27260,MORAINVILLE JOUVEAUX
DUBOC,360,Client,10 RUE DE SAINT QUENTIN,,,27270,BROGLIE
APLIFIL,3788,Client,ROUTE DE BERNAY,,,27270,BROGLIE
RIVIERE MANUTENTION,1031,Client,ZA DE L ARQUERIE,,,27270,BROGLIE
ORNADEC,5489,Client,LE COLOMBIER.,,,27270,FERRIERES ST HILAIRE
ETNA FRANCE,6761,Client,LE BOURG,,,27270,LA CHAPELLE GAUTHIER
BUTEL PASCAL,16047,Client,1517 CHEMIN DE LA MEVRIERE,,,27270,ST AUBIN DU THENNEY
JOSSE,6604,Client,RD 438,,,27270,ST QUENTIN DES ISLES
VERKINDER SARL DU BRENON,11136,Client,250 BRENON,,,27290,BONNEVILLE APTOT
INTERMARCHE - SAS PONAC,13912,Client,CD 47,,,27290,ST PHILBERT SUR RISLE
ESAT LES ATELIERS DU COUDRAY,955,Client,ADAPEI 2,934 CHEMIN DE FERRIERES,ZA PARC EXPO,27300,BERNAY
QUINCAILLERIE GERMAIN,4651,Client,79 RUE DE LA GRANDE MALOUVE,PARC ACTIVITE LA MALOUVE,,27300,BERNAY
AEB,10177,Client,24 RUE DE LA SEMAILLE,ROUTE DE BROGLIE,,27300,BERNAY
DUHAMEL LOGISTIQUE,12877,Client,1025 ROUTE DE BROGLIE,SITE DE N PACK,,27300,BERNAY
GIFI,8907,Client,LD ROUTE DE BROGLIE,Z.A. DU BOIS DU COURS,,27300,BERNAY
AD FINITION,11258,Client,129 RUE DU GENERAL MAURICE BOURGEOIS,ZA LA GRANDE MALOUVE,,27300,BERNAY
COVED ENVIRONNEMENT,13973,Client,215 RUE DU GAL MAURICE BOURGEOIS,ZI DE LA GRANDE MALOUVE,,27300,BERNAY
COATINQ NORMANDIE BERNAY,10740,Client,RN 138,ZI DE LA MALOUVE,,27300,BERNAY
SPEED,9422,Client,RUE DE LA SEMAILLE,ZIA DE LA MALOUVE,,27300,BERNAY
AEROCHIM,278,Client,BOULEVARD GORGES MILVILLE,,,27300,BERNAY
CENTRE HOSPITALIER DE BERNAY,12160,Client,5 RUE ANNE DE TICHEVILLE,,,27300,BERNAY
REBORN NORMANDIE,7343,Client,PA PARC EXPO,,,27300,BERNAY
LES DELICES DU PALAIS,12582,Client,1, B Rue Henri Bena,,,27300,BERNAY
CEDEO,5375,Client,23, RUE DU 11 NOVEMBRE,,,27300,BERNAY
XL RECYCLING NORMANDIE,15399,Client,246 rue du G�n�ral Bourgeois,,,27300,BERNAY
DAVUM TMC,15666,Client,267 RUE DE LA SEMAILLE,,,27300,BERNAY
POROLLE - CARRELAGES 4000,11005,Client,5 RUE HENRI BENA,,,27300,BERNAY
ROADY DAPA,15174,Client,AVENUE DU 8 MAI 1945,,,27300,BERNAY
FERME 2 BOISSY,10798,Client,HAMEAU DES GRANGES,,,27300,BERNAY
LOPAM INTERMARCHE,9130,Client,RUE BERNARD GOMBERT,,,27300,BERNAY
NORDEM,2624,Client,CARREFOUR DE MALBROUK,R.N. 13,,27300,CARSIX
NEGOCE LEGUMES,6581,Client, LE COUDRAY,,,27300,COURBEPINE
REFLEX CASEO,9393,Client,ZA LES LOGES,,,27300,COURBEPINE
KLC,10292,Client,20 route de beaumont,,,27300,MENNEVAL
ECO TECHNILIN,9539,Client,113 RUE DU PUITS,,,27300,ST MARTIN DU TILLEUL
LE BAIL LAURENT,8393,Client,247 RUE DE L AVENIR,POLE 5,,27310,BOSGOUET
GEDIMAT MILLANCOURT ET NICOLAS,12192,Client,67 RUE CAILLE MARE,,,27310,BOSGOUET
MATERIAUX NORMANDS,12983,Client,67 RUE CAILLE MARE,,,27310,BOSGOUET
CTD EXPRESS,15732,Client,96 ALLEE DES THUYAS,,,27310,BOUQUETOT
AF INTERLOG,7778,Client,ZA des vergers du Quicangrogne,rue Fernand Lefee,,27310,BOURG ACHARD
FIX INOX,9816,Client,ZAC DE QUICANGROGNE,RUE LEFEE,,27310,BOURG ACHARD
PHOENIX OCP,6322,Client,RUE FERNAND LEFEE,ZAC DE QUINCANGROGNE,,27310,BOURG ACHARD
BERNARD TRANSPORTS,94,Client,RUE FERNAND LEFEE,ZAC LES VERGERS DE QUINCANGROGNE,,27310,BOURG ACHARD
HOPITAL PIERRE HURABIELLE,13264,Client,183 , RUE PASTEUR,,,27310,BOURG ACHARD
NEOLUDIS,15384,Client,5097 BIS RUE DU DOCTEUR DUVRAC,,,27310,BOURG ACHARD
MEUBLES DU ROUMOIS,13461,Client,510 RUE DU DOCTEUR DUVRAC,,,27310,BOURG ACHARD
ISCS,15826,Client,479 RUE DE LA PLAINE,,,27310,FLANCOURT CRESCY EN ROUMO
SIA SERVICE,15615,Client,208 RUE DES ARTISANS,BATIMENT F,,27310,HONGUEMARE GUENOUVILLE
DEROCHE NORMANDIE,1074,Client,145 RUE DU PIN,PARC D ACTIVITES DU ROUMOIS,,27310,HONGUEMARE GUENOUVILLE
CNE,14763,Client,1 CHEMIN DE L OUINERIE,,,27310,HONGUEMARE GUENOUVILLE
PASCAL JAZE COUVERTURE,11665,Client,470 RUE DES PEUPLIERS,,,27310,HONGUEMARE GUENOUVILLE
S2MH,12427,Client,530 ROUTE D313,,,27310,HONGUEMARE GUENOUVILLE
ETC ELECTRICITE,12796,Client,Place Caillemare,,,27310,SAINT OUEN DE THOUBERVILL
GCB GILBERT CONSTRUCTION BOIS,14906,Client,7 PLACE CAILLEMARE,,,27310,ST OUEN DE THOUBERVILLE
ETC PLOMBERIE,12797,Client,Place Caillemare,,,27310,ST OUEN DE THOUBERVILLE
COUVERTURE PASCAL AUZANNE,10301,Client,17 ROUTE DE ROUEN,,,27310,TRINITE DE THOUBERVILLE
TRANSPORTS VALLEE,1833,Client,RUE DE ST ANDRE,,,27320,LA MADELEINE DE NONANCOUR
TRANSPORTS DELAUNAY,9072,Client,ROUTE DE PINSON,,,27320,LA MADELEINE DE NONANCOUR
DOMAINE DU VIEUX PRESSOIR,10034,Client,LES HARANGERIES,,,27320,MADELEINE DE NONANCOURT
NORMANDIE GRAINS BIO,13538,Client,ZAC DE L ARBRE ST GERMAIN,,,27320,MARCILLY LA CAMPAGNE
PAPREC PLASTIQUES,8502,Client,RTE DE NEAUFLES AUVERGNY,,,27330,LA NEUVE LYRE
GARAGE BARROIS,5312,Client,1, ROUTE D EVREUX,,,27330,LA VIEILLE LYRE
BOSMY NORMANDE DE CLOTURES,9857,Client,39 RTE D HERQUEVILLE,,,27340,ANDE
BOLLORE LOGISTICS,9644,Client,ZAE DU BOSC HETREL,BATIMENT INTERPARFUMS,,27340,CRIQUEBEUF SUR SEINE
CRIMART,2346,Client,COOP. LEGUMIERE,,,27340,CRIQUEBEUF SUR SEINE
SAS ARMATURES,2920,Client,PARC LA BRECHE AUX LOUPS,,,27340,CRIQUEBEUF SUR SEINE
PRODUITS BERGER,10560,Client,ZA DU BOSC HETREL,,,27340,CRIQUEBEUF SUR SEINE
CARRIER TRANSICOLD INDUSTRIES,12884,Client,ZA du Bosc HETREL,,,27340,CRIQUEBEUF SUR SEINE
DU CHENE,2779,Client,10, RUE DE LA MAIRIE,,,27340,MARTOT
EARL SAINT AIGNAN,13934,Client,2 RUE DE LA MAIRIE,,,27340,MARTOT
QUINCAILLERIE SETIN,1439,Client,ROUTE D ELBEUF,,,27340,MARTOT
LUNEAU TECHNOLOGY OPERATIONS,124,Client,2, RUE ROGER BONNET,,,27340,PONT DE L ARCHE
NSC AMENAGEMENT,15367,Client,ROUTE DE LA FORET,,,27350,HAUVILLE
CONCEPTION PAYSAGE 76,15308,Client,65 RUE DE BONNEVAL,,,27350,LA HAYE AUBREE
PEPINIERES et PAYSAGES DE BROTONNE,12613,Client,8 ROUTE DE BOURG ACHARD,,,27350,ROUGEMONTIERS
GAEC DE LA CHAPELLE BRESTOT,15723,Client,35 ROUTE DE PONT AUDEMER,,,27350,ROUGEMONTIERS
SRC,4440,Client,LA MARE LOISEL,,,27350,ROUGEMONTIERS
LA MAISON DU PERE TRANQUILLE,16065,Client,4 BIS RUE BEAULIEU,,,27350,ROUTOT
MILTON ROY EUROPE,3792,Client,10, GRANDE RUE,,,27360,PONT ST PIERRE
PIERVAL,890,Client,ROUTE DES ANDELYS,,,27360,PONT ST PIERRE
BRICOMARCHE,13675,Client,Rue Grande Rue,,,27360,PONT ST PIERRE
CAISSERIE DE L OISON,13281,Client,6 - 30 RUE DE BOSTENNEY,,,27370,LA SAUSSAYE
LHERMEROULT CHRISTOPHE,14438,Client,ROUTE D  ELBEUF,,,27370,LE GROS THEIL
ECO LOGIS,12310,Client,185E, VOIE ROMAINE,VILLAGE D ARTISANS,,27370,LE THUIT DE L OISON
PMI / DE ARAUJO,14752,Client,38, AVENUE Camp Perrier,,,27370,LE THUIT DE L OISON
INTERMARCHE VALOISON,11790,Client,ROUTE DU NEUBOURG,,,27370,SAINT PIERRE DES FLEURS
JACOB DU HEUZEY,13554,Client,3, CHEMIN DE LA MESANGERE,,,27370,ST PIERRE DU BOSGUERARD
APTAR FRANCE,9486,Client,LIEUDIT LA VENTE CARTIER,,,27380,CHARLEVAL
SFC SOLUTIONS AUTOMOTIVE FRANCE SAS,10584,Client,UNITE DE TRANSIERES,,,27380,CHARLEVAL
JBF,5979,Client,ZI DE LA VENTE CARTIER,,,27380,CHARLEVAL
BRUNEL PNEUS,11616,Client,Route du petit Nojeon,,,27380,FLEURY SUR ANDELLE
FERME DES PEUPLIERS,433,Client,31 ROUTE D ORGEVILLE,,,27380,FLIPOU
ZALKIN ANDRE ET CIE,1333,Client,5 RUE ANDRE ZALKIN,,,27390,MONTREUIL L ARGILLE
LE NOUAILLE,8128,Client,LA HETRAIE,,,27390,MONTREUIL L ARGILLE
MATERIAUX THERMO FERM,4990,Client,LE MESNIL ROUSSET,,,27390,MONTREUIL L ARGILLE
TRANSPORTS VERVERKEN,6371,Client,ZA DES FOSSES DE L ORME,,,27390,MONTREUIL L ARGILLE
CCI PRODUCTIONS,10454,Client,ZA LES PATIS,,,27400,ACQUIGNY
PAPREC NORMANDIE,5431,Client,ZA LES PEUPLIERS,,,27400,ACQUIGNY
ATA LOGISTIQUE,14485,Client,ALLEE DES ERABLES,ECOPARC 1,,27400,HEUDEBOUVILLE
SOVEREP,14787,Client,1 ALLEE DES TILLEULS,ECOPARC 1 - LE VALOTIN -,,27400,HEUDEBOUVILLE
ATA PHARMA,13739,Client,Ecoparc 3,La for�t des hetres All�e du Clos Desruet,,27400,HEUDEBOUVILLE
LTA,10631,Client,9 ALLEE DES TILLEULS- ECOPARC 1,LE VALOTIN,,27400,HEUDEBOUVILLE
LTA,14178,Client,9 ALLEE DES TILLEULS,PORTE A - ECOPARC,,27400,HEUDEBOUVILLE
ITM LAI BASE DE HEUDEBOUVILLE,11315,Client,ALLEE DE LA BUTE A COLAS,ZAC ECO PARC N�2,,27400,HEUDEBOUVILLE
ATA PHARMA,12269,Client,ALLEE BUTTE DE COLAS,ZAC ECOPARC 2,FORET DES CHENES,27400,HEUDEBOUVILLE
CDV CUIR DU VAUDREUIL,15753,Client,333 ALLEE DE LA FOSSE MOREE,ZAC ECOPARC 2,,27400,HEUDEBOUVILLE
PERRENOT NORMANDIE,11647,Client,400 All�e de la Fosse Moret,Zone ECO PARC 2,,27400,HEUDEBOUVILLE
QSTOMIZE,6382,Client,19 ALLEE DES MARRONNIERS,ZONE ECOPARC,,27400,HEUDEBOUVILLE
ROUTE SERVICE INDUSTRIE,10035,Client,ALLEE DES MERISIERS,ZONE ECOPARC,,27400,HEUDEBOUVILLE
2D PNEUMATIC,10308,Client,ALLEE DU SOUS MAILLE,ZONE ECOPARC 2,,27400,HEUDEBOUVILLE
MA TINY NORMANDE,15623,Client,36 ALLEE DES BRELONDES,,,27400,HEUDEBOUVILLE
APPLEWOOD ENTERPRISES SA,14979,Client,677 ALLEE DE LA FOSSE MORET,,,27400,HEUDEBOUVILLE
FM LOGISTIC / FM FRANCE,15605,Client,ECO PARC N�2,,,27400,HEUDEBOUVILLE
FRESENIUS KABI FRANCE,5835,Client,ECOPARC 21,,,27400,HEUDEBOUVILLE
MULTI-PLAST,15354,Client,Ecoparc1    4 all�e des merisiers,,,27400,HEUDEBOUVILLE
SNAD,11902,Client,route d Ingremare,,,27400,HEUDEBOUVILLE
LABEL HABITATION,15417,Client,86 RUE DE LERY,,,27400,INCARVILLE
ANDRE LOGISTIQUE,9528,Client,88 RUE DE LERY,,,27400,INCARVILLE
RENOVATION DU PNEUMATIQUE,15151,Client,90 RUE DE LERY,,,27400,INCARVILLE
PHILIPPE MARIE,13316,Client,11, RUE DU CARBONNIER,,,27400,LA HAYE MALHERBE
LES PEINTURES SAFE,14543,Client,7 ROUTE D HONDOUVILLE,,,27400,LA VACHERIE
ONIP,14503,Client,9 ROUTE DE HONDOUVILLE,,,27400,LA VACHERIE
CUISINE SOLUTIONS EUROPE,13845,Client,1 ALLEE DES TILLEULS,ECOPARC D HEUDEBOUVILLE,,27400,LOUVIERS
VISIPLAST DISPLAY,6266,Client,2, CHEMIN DU ROY,SITE INDUST.DES JONQUETS,,27400,LOUVIERS
PARIES,14179,Client,2 , CHEMIN DU ROY,ZI DES JONQUETS,,27400,LOUVIERS
CCI PLV PRODUCTIONS,2246,Client,2, CHEMIN DU ROY,,,27400,LOUVIERS
LESUEUR PROTECTION,15877,Client,22 BIS RUE FRANCOIS LE CAMUS,,,27400,LOUVIERS
LESUEUR METALLERIE,11416,Client,22B RUE FRANCOIS LE CAMUS,,,27400,LOUVIERS
MAROQUINERIE DE NORMANDIE,13591,Client,26 AVENUE WINSTON CHURCHILL,,,27400,LOUVIERS
BUNEL EXPRESS,14768,Client,4 , RUE CHARLES GROS,,,27400,LOUVIERS
MAISON CLET,15616,Client,4 a 8 RUE PIERRE MENDES FRANCE,,,27400,LOUVIERS
BENNING,2512,Client,43, AV. WINSTON CHURCHILL,,,27400,LOUVIERS
EURARMA,2470,Client,45, AV. WINSTON CHURCHILL,,,27400,LOUVIERS
RK FRANCE,12630,Client,5 IMPASSE ST HILDEVERT,,,27400,LOUVIERS
SOLOC RABOTAGE,5356,Client,57,BLD WINSTON CHURCHILL,,,27400,LOUVIERS
MAROQUINERIE DE NORMANDIE,15851,Client,7 RUE GEORGES BRASSENS,,,27400,LOUVIERS
LUDAUTO / ROADY LOUVIERS,13804,Client,CENTRE COMMERCIAL LE BECQUET,,,27400,LOUVIERS
REVIVAL LOUVIERS,14976,Client,ROUTE DE VEXIN,,,27400,LOUVIERS
GSF CHEZ BARRY CALLEBAUT,12593,Client,RUE DE LA MECANIQUE,,,27400,LOUVIERS
BARRY CALLEBAUT FRANCE,132,Client,Rue de la Mecanique,,,27400,LOUVIERS
MODELAGE FASQUELLE,3885,Client,Z.I. - AV. W. CHURCHILL,,,27400,LOUVIERS
LECLERC LOUVIERS DISTRIBUTION,9174,Client,ZI DES PRES,,,27400,LOUVIERS
SGVI,7199,Client,ZI ECOPARC-VIRONVAY,,,27400,LOUVIERS
MORELLE,5588,Client,7, CHAUSSEE DU VEXIN,,,27400,LOUVIERS
ITM LAI BASE DE LOUVIERS,1402,Client,ECOPARC LOUVIERS SUD,,,27400,LOUVIERS
AGGLOMERATION SEINE EURE,11646,Client,1 PLACE THOREL,,,27400,LOUVIERS
AIDAFRIQUE ET SOLIDARITE INTER,15438,Client,AIDAFRIQUE 8, RUE DES ENTREPOTS,,,27400,LOUVIERS
INTERFAS,4269,Client,RUE CHARLES CROS,,,27400,LOUVIERS
FRESENIUS KABI FRANCE,1357,Client,MORGAN FRITSCH,,,27400,LOUVIERS
ALUNITED FRANCE,31,Client,PARC IND. INCARVILLE,,,27400,LOUVIERS
TECHNIPLAST,8263,Client,8 RUE DE LERY,,,27400,LOUVIERS
SEPI,10106,Client,33 RUE ARISTIDE BRIAND,,,27400,PINTERVILLE
EUROPE TRANSACTION,15791,Client,49 RUE HAZAY,,,27400,SURVILLE
EURALIS,12675,Client,Allee des Erables,ZA Ecoparc 1,,27400,VIRONVAY
ASSOCIATION LES TEMOINS DE JEHOVAH,11766,Client,11 RUE CHARLES CROS,,,27400,LOUVIERS
MP MATERIAUX ET PIEUVRES,2759,Client,RUE DES HAIES VIVES,,,27410,BEAUMESNIL
MARBRERIE MERLETTE,12052,Client,LE BOURG,,,27410,GRANDCHAIN
DERLY PEPINIERES ET JARDINERIE,6009,Client,RN14,,,27420,LES THILLIERS VEXIN
PLANCHERS TECHNIQUES ET BOIS,16001,Client,56 ROUTE DEPARTEMENTALE 14,,,27420,RICHEVILLE
EPICERIE FINE COSMETIQUE,14376,Client,39 ROUTE D HERQUEVILLE,LE CLOS DES PINS,,27430,ANDE
PICOURT - CABIS,10673,Client,39 ROUTE D HERQUEVILLE,,,27430,ANDE
ILLUMINATIONS SERVICES,12592,Client,9 RUE DE L INDUSTRIE,,,27430,MUIDS
DU VANICOL,4059,Client,12, RUE DES ROSIERS,,,27440,HOUVILLE EN VEXIN
MASSON J.P.,2225,Client,16, RUE DES LILAS,,,27440,HOUVILLE-EN-VEXIN
VIERRAY ESPACE VERT,13011,Client,110 RUE DE L ANDELLE,,,27460,ALIZAY
VPK PAPER NORMANDIE,16008,Client,DU CLOS PRE,,,27460,ALIZAY
ALGECO,12955,Client,ROUTE DEPARTEMENTALE 231,,,27460,ALIZAY
ATMB SERVICES,15295,Client,ZA DES SABLONS,,,27460,ALIZAY
OUEST ISOL USINE,13096,Client,ZI DE LA RANGLE,,,27460,ALIZAY
OUEST ISOL SISTAC,13095,Client,ZI DE LA RANGLE,,,27460,ALIZAY
OUEST ISOL,10384,Client,ZI DE LA RANGLE,,,27460,ALIZAY
LTA CHEZ DOUBLE A,12811,Client,ZI DU CLOS PRE,,,27460,ALIZAY
ASHLAND SPECIALTIES FRANCE,42,Client,ZI LE CLOS PRE,,,27460,ALIZAY
C LIVRE,13535,Client,20 TER RUE DE PORRENTRUY,,,27460,IGOVILLE
STV - STE TRANSPORTS VERRIER,15727,Client,Les 3 cornets - ZI le fort,,,27460,IGOVILLE
INTERVET PRODUCTION,345,Client,ROUTE DE LYONS,,,27460,IGOVILLE
SEMATRANS,2257,Client,ZI DU FORT,,,27460,IGOVILLE
SEMATRANS,6085,Client,ZI DU FORT,,,27460,IGOVILLE
ARKEMA FRANCE,399,Client,LE GRAND HAMEL,,,27470,SERQUIGNY
DU MANOIR,15603,Client,20 RUE DU MANOIR,,,27490,AUTHEUIL AUTHOUILLET
BETON ROUGE-LEMT,14661,Client,FONTAINE HEUDEBOURG,CHEMIN DU MOULIN FOULON,,27490,CLEF VALLEE D EURE
COHIN CONSTRUCTION,12471,Client,6 rue de la Muette,,,27490,ECARDENVILLE SUR EURE
NATURAL-TECH,13633,Client,3 ZA LES PEUPLIERS,,,27500,BOURNEVILLE STE CROIX
EI MOREL DAVID,15576,Client,600 ROUTE D AIZIER,,,27500,BOURNEVILLE STE CROIX
AZOBOIS,5497,Client,LE VILLAGE SUD,,,27500,CAMPIGNY
SIGNODE FRANCE,7175,Client,46 ROUTE DE ROUEN,LES BAQUETS,,27500,MANNEVILLE SUR RISLE
BARIMAR AGRAF METAL,4295,Client,TASSIGNY,RUE DU MAL DE LATTRE DE,,27500,PONT AUDEMER
LEADER PRICE,13866,Client,1 ROUTE DE LISIEUX,,,27500,PONT AUDEMER
ESAT PONT AUDEMER L ESATYPIQUES,10459,Client,186 ZONE SAINT ULFRANT,,,27500,PONT AUDEMER
BRIERE,4442,Client,1942 RUE JEAN JOLY,,,27500,PONT AUDEMER
NIORT FRERES,15730,Client,4 R GEN KOENIG,,,27500,PONT AUDEMER
THALES DIS FRANCE SAS,1149,Client,4 Z.I. DE ST ULFRAND OUEST,,,27500,PONT AUDEMER
CENTRE HOSPITALIER,14441,Client,64 ROUTE DE LISIEUX,,,27500,PONT AUDEMER
2CSM,7004,Client,750 rue GAILLON,,,27500,PONT AUDEMER
FLASH 2000,2349,Client,AV. GEORGES POMPIDOU,,,27500,PONT AUDEMER
AHLSTROM SPECIALTIES,9625,Client,RUE DES PAPETIERS,,,27500,PONT AUDEMER
METALU,9750,Client,RUE DU 8 MAI 1945,,,27500,PONT AUDEMER
GERAL - BRICOMARCHE,1813,Client,ZA LES BURETS,,,27500,PONT AUDEMER
SAFRAN NACELLES,10953,Client,ZI DE SAINT ULFRANT,,,27500,PONT AUDEMER
BLARD,220,Client,42 QUAI DE LA RUELLE,,,27500,PONT AUDEMER
BISCHOF UND KLEIN FRANCE,1584,Client,15 RUE DES PAPETIERS,,,27500,PONT AUDEMER
ADELINET IMPRIMEUR,10206,Client,RUE GUSTAVE EIFFEL,,,27500,PONT AUDEMER
SOURDON FRANCOIS,11316,Client,22 RUE DU 8 MAI 1945,,,27500,PONT AUDEMER
TRANSPORTS LEFEVRE,12132,Client,20. Rue de Glatigny,,,27510,FORET LA FOLIE
GAEC DU CHENE SERVIN,12069,Client,10 RUE DES PRAIRIE,,,27520,BOISSEY LE CHATEL
DELTA ENERGIE,8864,Client,ZE DE LA BAUDRIERE,,,27520,BOURGTHEROULDE
CARROSSERIE PAIN,15734,Client,1210, ROUTE DU NEUBOURG,,,27520,BOURGTHEROULDE INFREVILLE
PRODUITS BERGER,2691,Client,1342 ROUTE D ELBEUF,,,27520,BOURGTHEROULDE INFREVILLE
PEPINIERES DU ROUMOIS,11025,Client,391 ROUTE DE BRIONNE,,,27520,BOURGTHEROULDE INFREVILLE
IMPRIMALOG,5282,Client,923 route du neubourg,,,27520,BOURGTHEROULDE INFREVILLE
GXO LOGISTICS OUEST FRANCE,9665,Client,LIEU DIT LES BARABAS,,,27520,LE THUIT HEBERT
ATEM,7258,Client,17 RUE DE LA GARENNE,,,27530,CROTH
GUILLOT ET COMPAGNIE,570,Client,ROUTE DE L HABIT,ZAC DE COUTUMEL,,27530,EZY SUR EURE
DELTA PLASTURGY JP,619,Client,Z.I. ROUTE DE L HABIT,,,27530,EZY SUR EURE
CALVADOS MORIN,2142,Client,10, RUE EZY,,,27540,IVRY LA BATAILLE
AGILINK IVRY,7437,Client,3 RUE AUBE,,,27540,IVRY LA BATAILLE
DENIOS,1616,Client,21 RUE DE LA SUCRERIE,,,27550,NASSANDRES
JAMES INTERNATIONAL,5387,Client,RUE LOISEL,,,27550,NASSANDRES
COMEFI,1948,Client,Z.I. LOISEL,,,27550,NASSANDRES
TPO,1165,Client,Z.I. LOISEL,,,27550,NASSANDRES
EIMPC,14998,Client,479 RUE DU STADE,,,27550,NASSANDRES
SPADIS,14740,Client,RUE DE LA SUCRERIE,,,27550,NASSANDRES
ROMY,2395,Client,2370 ROUTE DE L ANGORIE,,,27560,LIEUREY
SYNOVA,7996,Client,ESPACE BARON LACOUR,,,27570,TILLIERE SUR AVRE
PANASONIC HEATING & VENTILATION AIR CONDITIONING,11218,Client,ROUTE DE VERNEUIL,,,27570,TILLIERES SUR AVRE
EURO CARRELAGE,6522,Client,RN 26,LES MESANGERES,,27580,BOURTH
TRANSPORTS DEMENAGEMENT YVELIN,14173,Client,4 ROUTE DE LA MARE,,,27580,BOURTH
DUHAMEL LOGISTIQUE,13846,Client,14 RUE DE BEAUCHENE,SITE DE N LOG GAILLON,,27600,CHAMPENARD
HIGHTECH KITTING / HK TELECOM,9771,Client,12 CHEMIN DE LA SABLONNIERE,,,27600,FONTAINE BELLENGER
ATEMIC,8543,Client,12 CHEMIN DE LA SABLONNIERE,,,27600,FONTAINE BELLENGER
AUCHAN SUPERMARCHE SAS,13982,Client,PARC D ACTIVITES LE CLOS RACINE,RUE JEAN JAURES,,27600,GAILLON
DYKA RESEAUX,15118,Client,6 RUE DE LA BERGERIE,,,27600,GAILLON
NUFARM,184,Client,N.D. DE LA GARENNE,,,27600,GAILLON
DATA ONE,7916,Client,ZI LES CHAMPS CHOUETTE,,,27600,ST AUBIN SUR GAILLON
DE RIJKE PICARDIE,13315,Client,1 RUE DU BOIS ST PAUL,ZAC DES CHAMPS CHOUETTE,,27600,ST AUBIN SUR GAILLON
KONDICONCEPT,10890,Client,10 RUE DU BOIS DE SAINT PAUL,ZAC DES CHAMPS CHOUETTE,,27600,ST AUBIN SUR GAILLON
CVFC NORMANDIE EQUIPEMENT,7370,Client,9 RUE DU BOIS DE SAINT PAUL,ZAC LES CHAMPS CHOUETTE 1,,27600,ST AUBIN SUR GAILLON
VERLEYEN TERRASSEMENT,14512,Client,3 RUE CHAMPENARD,,,27600,ST AUBIN SUR GAILLON
LES PLANTS NORMANDS,6013,Client,LE BUISSON,,,27600,ST AUBIN SUR GAILLON
LASCAUX,8324,Client,ZA DES CHAMPS CHOUETTES,,,27600,ST AUBIN SUR GAILLON
JAT EXPRESS,15112,Client,ZA DES CHAMPS CHOUETTES N�1 RUE DU BOIS DE SAINT PAUL,,,27600,ST AUBIN SUR GAILLON
DIFFUSION PLUS,5507,Client,ZAC LES CHAMP CHOUETTE,,,27600,ST AUBIN SUR GAILLON
ALLAND ET ROBERT,10891,Client,ZONE ARTSANALE LES CHAMPS CHOUETTE,,,27600,ST AUBIN SUR GAILLON
ERISAY TRAITEUR,13118,Client,ZONE D ACTIVITES DES CHAMPS CHOUETTES,,,27600,ST AUBIN SUR GAILLON
GOUGEON,1589,Client,1, RUE VAL ASSELIN,,,27600,ST PIERRE LA GARENNE
TOURN EURE,15269,Client,103 RD 6015 COTE DES SABLES,,,27600,ST PIERRE LA GARENNE
GAZFIO,13318,Client,12 CHEMIN DU MOULIN DES PONTS,ZA DES HAUTES RIVES,,27610,ROMILLY SUR ANDELLE
INTERMARCHE LA VALLEE,12768,Client,1868 RUE DE LA LIBERATION,,,27610,ROMILLY SUR ANDELLE
MILTON ROY,14517,Client,26 RUE BLINGUE,,,27610,ROMILLY SUR ANDELLE
TURQUETILLE,12697,Client,735 AV DE LA GARE,,,27610,ROMILLY SUR ANDELLE
CENTAURE CDH GROUP,1858,Client,AV. DE LA GARE,,,27610,ROMILLY SUR ANDELLE
VERGEZ BLANCHARD,1312,Client,LA TAILLANDERIE,,,27610,ROMILLY SUR ANDELLE
VIMOPRES INTERMARCHE,7899,Client,ZAC DE PRES,ROUTE DE FOURGES,,27620,GASNY
SAB SOCIETE D ASSEMBLAGE ET DE BRASAGE,1354,Client,32 RTE D ECOS,,,27620,GASNY
EUROPAC CARTONNERIE,1138,Client,ROUTE DE FOURGES,,,27620,GASNY
SUPEX - SBS,1341,Client,ROUTE DE FOURGES,,,27620,GASNY
MATERIAUX GOUERY,7549,Client,ROUTE DE MEREY,,,27640,BREUILPONT
MGF,15862,Client,ROUTE DE MEREY,,,27640,BREUILPONT
DESIGN EURE PLASTIQUES,7494,Client,11 RUE DE PACY,,,27640,MEREY
NOUVELLE FIRMIN DIDOT,11529,Client,16 RUE FIRMIN DIDOT,,,27650,MESNIL SUR L ESTREE
DESTAMPES EMBALLAGES,14726,Client,10 BIS RUE DE LA FEUILLIE,,,27660,BERNOUVILLE
AUCHAN SUPERMARCHE SAS,14098,Client,RN313,LES GENETS,,27670,BOSC ROGER EN ROUMOIS
MIC RENOV,15301,Client,6 AVENUE DE L EUROPE,,,27670,BOSROUMOIS
